Gene ID	Gene Name	Design Element	'heat-killed Escherichia coli' vs 'none' in 'normal'.foldChange	'heat-killed Escherichia coli' vs 'none' in 'normal'.pValue	'heat-killed Escherichia coli' vs 'none' in 'normal'.tStat	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.foldChange	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.pValue	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.tStat	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.foldChange	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.pValue	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.tStat	'ulcerative colitis' vs 'normal' in 'none'.foldChange	'ulcerative colitis' vs 'normal' in 'none'.pValue	'ulcerative colitis' vs 'normal' in 'none'.tStat
ENSG00000008256	CYTH3	225147_at	0.1	0.729816501	0.504444665	-0.1	0.410283824	-0.926009402						
ENSG00000008277	ADAM22	206616_s_at				0.1	0.378968534	0.987243864						
ENSG00000008282	SYPL1	201260_s_at	0.1	0.649342351	0.6475781	0.1	0.063320002	2.08033623						
ENSG00000008283	CYB561	209163_at	-0.5	0.078210284	-2.354486349	-0.4	6.80E-04	-3.974982899						
ENSG00000008294	SPAG9	212470_at	1.6	1.63E-06	12.0691904	1.7	1.31E-22	24.2717081	-0.1	0.998683232	-0.562686968			
ENSG00000008300	CELSR3	205165_at	0.1	0.774888762	0.421403619	-0.6	4.28E-04	-4.143957365	-0.3	0.998683232	-1.209043519			
ENSG00000008311	AASS	210852_s_at	1.1	0.006201086	3.970015185	1.1	1.05E-07	6.961434571	0.2	0.998683232	0.592722621			
ENSG00000008323	PLEKHG6	220073_s_at	0.7	0.002468019	4.585972504	1.2	3.77E-11	9.751129371	0.3	0.998683232	1.494207124			
ENSG00000008324	SS18L2	218283_at	-0.4	0.0181584	-3.285753994	-0.2	8.06E-04	-3.913109172	0.3	0.998683232	2.157180962			
ENSG00000008382	MPND	233651_s_at	0.2	0.302598622	1.37941296	-0.1	0.566598485	-0.653333954	-0.2	0.998683232	-1.610858103			
ENSG00000008394	MGST1	231736_x_at	-0.1	0.744084462	-0.477440879	-0.2	0.150923453	-1.603698327						
ENSG00000008405	CRY1	209674_at	-0.2	0.479135584	-0.97159367	-0.2	0.065544913	-2.062392193	-0.1	0.998683232	-0.354808598			
ENSG00000008438	PGLYRP1	207384_at				0.1	0.277830185	1.213032031	-0.1	0.998683232	-0.436658656			
ENSG00000008441	NFIX	209807_s_at	0.8	0.001394999	4.992699277	0.7	3.89E-11	9.739550422	-0.2	0.998683232	-1.346527022			
ENSG00000008513	ST3GAL1	225033_at	-0.2	0.354745808	-1.247497634	-0.4	0.006840514	-3.086080929	-0.1	0.998683232	-0.197929964			
ENSG00000008516	MMP25	207890_s_at	-0.5	0.337520672	-1.289676922	-1.1	5.60E-05	-4.857942689	0.1	0.998683232	0.295430924	0.6	0.592834798	1.718736094
ENSG00000008517	IL32	203828_s_at	1.6	0.046910927	2.68604049	1.4	3.26E-04	4.240450562	-0.2	0.998683232	-0.42734028	0.1	0.985005991	0.129143585
ENSG00000008710	PKD1	202327_s_at	0.3	0.056075958	2.571613948	0.3	8.95E-04	3.874436564	-0.1	0.998683232	-0.750582125			
ENSG00000008735	MAPK8IP2	1556001_at				0.2	0.039615926	2.311709792						
ENSG00000008838	MED24	213043_s_at	-0.6	9.92E-04	-5.237448981	-0.8	8.68E-12	-10.31413064	-0.1	0.998683232	-0.463026284			
ENSG00000008853	RHOBTB2	1554586_a_at	-2.5	1.03E-06	-12.80459825	-2.4	1.60E-18	-17.74926942	0.1	0.998683232	0.584072052			
ENSG00000008869	HEATR5B	233642_s_at	-0.5	0.001885532	-4.77657699	-0.5	1.04E-09	-8.541279616	0.1	0.998683232	0.758550183			
ENSG00000008952	SEC62	208943_s_at	-0.4	0.001266663	-5.061809604	-0.4	2.97E-11	-9.842145981						
ENSG00000009307	CSDE1	202646_s_at				-0.2	5.72E-05	-4.850808362	0.1	0.998683232	1.194316751			
ENSG00000009335	UBE3C	201817_at	0.1	0.761701712	0.445550823	0.1	0.104180359	1.815934094	-0.1	0.998683232	-0.523868515			
ENSG00000009413	REV3L	208070_s_at	1.8	6.31E-04	5.571495028	1.5	4.10E-08	7.277790063	-0.2	0.998683232	-0.520098736			
ENSG00000009694	TENM1	1553007_a_at	0.2	0.423935925	1.087455084	0.2	0.022599249	2.57288499						
ENSG00000009709	PAX7	208060_at	0.1	0.625339675	0.690672103	0.1	0.521969897	0.726247293	-0.1	0.998683232	-0.801666335			
ENSG00000009724	MASP2	210798_x_at	0.2	0.19380935	1.723755241	0.3	5.73E-05	4.850210089	-0.1	0.998683232	-0.866379356			
ENSG00000009765	IYD	231070_at				0.2	0.016850222	2.704297825	0.1	0.998683232	1.215167491			
ENSG00000009780	FAM76A	228604_at	-1.7	1.53E-05	-9.051511248	-1.8	5.46E-19	-18.40690733	0.1	0.998683232	0.676297959			
ENSG00000009790	TRAF3IP3	213888_s_at	-0.6	0.086635165	-2.286413321	-0.8	1.48E-04	-4.518866473	-0.1	0.998683232	-0.447807975			
ENSG00000009830	POMT2	225560_at	-1.4	1.62E-05	-8.987998355	-1.4	2.18E-15	-13.9080667	0.1	0.998683232	0.520981692			
ENSG00000009844	VTA1	224437_s_at	-0.3	0.068683106	-2.438151556	-0.2	0.006949118	-3.079448464						
ENSG00000009950	MLXIPL	221163_s_at	0.3	0.069871606	2.426658514	0.3	6.68E-06	5.574628963						
ENSG00000009954	BAZ1B	208445_s_at	-0.6	0.001629859	-4.877074921	-0.5	2.03E-09	-8.307463261	0.2	0.998683232	1.643922783			
ENSG00000010017	RANBP9	202582_s_at	-0.8	2.82E-04	-6.21597246	-0.6	1.45E-10	-9.256486685	0.2	0.998683232	1.417661497			
ENSG00000010030	ETV7	221680_s_at	3	0.004296477	4.212112182	3.3	2.10E-12	10.87856479	0.4	0.998683232	0.803342711			
ENSG00000010072	SPRTN	223511_at				-0.1	0.337640551	-1.074151628	0.2	0.998683232	1.407765775			
ENSG00000010165	EEF1AKNMT	212407_at	-1.5	4.10E-05	-7.984743111	-1.5	1.67E-12	-10.9710159						
ENSG00000010219	DYRK4	212954_at	-0.9	1.77E-04	-6.612711829	-0.7	9.75E-12	-10.26848522	0.3	0.998683232	2.183724187			
ENSG00000010244	ZNF207	200829_x_at				0.1	0.066585845	2.05404353	0.1	0.998683232	1.628765341			
ENSG00000010256	UQCRC1	201903_at	-0.1	0.824759108	-0.330386185	-0.2	0.046282968	-2.237412692	-0.2	0.998683232	-1.477888852			
ENSG00000010270	STARD3NL	223065_s_at	0.3	0.04958964	2.649018416	0.3	6.46E-08	7.124516947						
ENSG00000010278	CD9	201005_at	-0.4	0.016084031	-3.361617697	-0.3	0.007453308	-3.050269956						
ENSG00000010282	HHATL	223572_at	-0.1	0.601127284	-0.735007044	0.2	0.091861041	1.884536234						
ENSG00000010292	NCAPD2	201774_s_at	-1	3.20E-04	-6.110057933	-1.2	2.46E-11	-9.914657888	-0.2	0.998683232	-0.684034296			
ENSG00000010295	IFFO1	209721_s_at	-2.7	7.17E-08	-17.8922536	-2.7	1.95E-23	-25.82871859	0.3	0.998683232	1.453988233			
ENSG00000010310	GIPR	231291_at				0.2	0.059519117	2.111689592						
ENSG00000010318	PHF7	221611_s_at	-1.6	6.01E-07	-13.64340028	-1.3	7.20E-12	-10.3888373	0.4	0.998683232	2.045297689			
ENSG00000010319	SEMA3G	219689_at	-0.3	0.446615275	-1.039132871	-0.8	5.32E-05	-4.875146858	-0.1	0.998683232	-0.978686403	0.4	0.680529326	1.457446422
ENSG00000010322	NISCH	201591_s_at	-1.9	2.67E-05	-8.431340644	-2.1	1.55E-14	-12.97925069	0.4	0.998683232	1.526611676	0.6	0.212256288	3.068644271
ENSG00000010327	STAB1	38487_at	-0.6	0.064452299	-2.479898644	-0.7	0.00179212	-3.613286008	0.2	0.998683232	0.598976884	0.3	0.790739671	1.171402107
ENSG00000010361	FUZ	221187_s_at							-0.1	0.998683232	-0.746329772			
ENSG00000010379	SLC6A13	207184_at	0.4	0.033258076	2.906425305	0.4	7.39E-06	5.540576374						
ENSG00000010404	IDS	211782_at				-0.7	1.09E-05	-5.412029995	-0.6	0.998683232	-2.459363728			
ENSG00000010438	PRSS3	213421_x_at				0.2	0.090673542	1.89173769	0.1	0.998683232	0.591536809			
ENSG00000010539	ZNF200	207338_s_at	1.4	5.62E-05	7.661257628	1.4	8.56E-12	10.31981074	-0.1	0.998683232	-0.184025799			
ENSG00000010610	CD4	203547_at	-0.3	0.103950458	-2.163310959	-0.4	0.030794515	-2.430836425	-0.3	0.998683232	-1.345843603			
ENSG00000010626	LRRC23	206076_at	-0.3	0.038250472	-2.81776304	-0.6	1.05E-07	-6.959143629						
ENSG00000010671	BTK	205504_at	-0.8	0.02265604	-3.149362401	-0.4	1.75E-04	-4.460321032	0.3	0.998683232	1.460747865			
ENSG00000010704	HFE	206087_x_at	-0.7	0.004169268	-4.232245993	-0.6	6.11E-09	-7.926489614						
ENSG00000010803	SCMH1	221216_s_at	-0.1	0.755206272	-0.458365541				-0.1	0.998683232	-0.914132259			
ENSG00000010810	FYN	210105_s_at	0.4	0.060676787	2.520169667	0.2	0.235701759	1.324177791	-0.1	0.998683232	-0.458423402			
ENSG00000010818	HIVEP2	212642_s_at	3.4	4.07E-07	14.33903642	3.2	1.35E-20	20.85198549	-0.1	0.998683232	-0.404403742	0.2	0.888305525	0.797888205
ENSG00000010932	FMO1	205666_at				0.1	0.054775736	2.153522796						
ENSG00000011007	ELOA	213604_at	-0.2	0.329944587	-1.309192882	-0.1	0.355858163	-1.035277141	0.2	0.998683232	0.868412225			
ENSG00000011009	LYPLA2	215568_x_at	-0.5	0.00803778	-3.799237934	-0.3	2.17E-06	-5.951271134						
ENSG00000011021	CLCN6	203950_s_at	-0.7	0.002987019	-4.456041191	-0.9	6.41E-09	-7.910083082						
ENSG00000011028	MRC2	37408_at	-0.4	0.345939485	-1.26917706	-0.2	0.410576012	-0.925434833	-0.2	0.998683232	-0.479173632	-0.4	0.770296336	-1.248396881
ENSG00000011083	SLC6A7	208494_at				0.2	0.007260885	3.061315919	0.1	0.998683232	0.483260769			
ENSG00000011105	TSPAN9	220968_s_at				0.2	0.03667616	2.348896207						
ENSG00000011114	BTBD7	1556000_s_at	0.2	0.388465542	1.168770264				-0.1	0.998683232	-0.64561336			
ENSG00000011132	APBA3	215148_s_at	0.4	0.024286737	3.106044621	0.2	0.053030406	2.169973291	-0.1	0.998683232	-0.97292401			
ENSG00000011143	MKS1	218630_at	-0.4	0.012149297	-3.536717105	-0.6	6.74E-08	-7.110174023	-0.1	0.998683232	-0.550970857			
ENSG00000011198	ABHD5	218739_at	-0.4	0.024495027	-3.100412185	-0.3	0.004673505	-3.240164607	0.3	0.998683232	2.184706216			
ENSG00000011201	ANOS1	205206_at	-1.1	0.014933266	-3.409018412	-1.9	7.49E-10	-8.658263292	-0.8	0.998683232	-2.150129994			
ENSG00000011243	AKAP8L	215741_x_at				0.1	0.023939315	2.547007456	-0.1	0.998683232	-0.589085394			
ENSG00000011258	MBTD1	226797_at	-1.4	3.61E-06	-10.83121272	-1.1	2.46E-15	-13.84495928	0.3	0.998683232	2.243723981			
ENSG00000011260	UTP18	203721_s_at	-1.1	1.67E-05	-8.946030377	-0.8	1.50E-10	-9.242952356	0.3	0.998683232	1.917138527			
ENSG00000011275	RNF216	227065_at	-1.2	4.52E-05	-7.882756118	-0.7	6.96E-12	-10.40225299	0.4	0.98132365	2.71518429			
ENSG00000011295	TTC19	217964_at	-0.7	0.001482337	-4.947168883	-0.8	5.79E-13	-11.40314839	-0.1	0.998683232	-0.623526118			
ENSG00000011304	PTBP1	202189_x_at							0.1	0.998683232	1.120247647			
ENSG00000011332	DPF1	231599_x_at	0.2	0.08648071	2.287516647	0.2	0.002470381	3.489990385	-0.2	0.998683232	-1.439828075			
ENSG00000011347	SYT7	226167_at	0.2	0.212739815	1.655961672	0.1	0.367880089	1.009904618	-0.2	0.998683232	-1.376621978			
ENSG00000011376	LARS2	34764_at	-1.1	1.21E-04	-6.949172408	-1.1	3.97E-10	-8.888099393						
ENSG00000011405	PIK3C2A	213070_at	-0.5	0.008108723	-3.793266904	-0.4	1.65E-05	-5.27196677						
ENSG00000011422	PLAUR	210845_s_at	2.3	1.52E-06	12.22720639	2	2.26E-18	17.55151665	-0.1	0.998683232	-1.296880449			
ENSG00000011426	ANLN	222608_s_at	-0.5	0.415412724	-1.106117895	-0.8	0.07676077	-1.980315971	-0.7	0.998683232	-1.195824677	-0.3	0.934887482	-0.615754761
ENSG00000011451	WIZ	52005_at				0.2	2.51E-04	4.33454287	0.1	0.998683232	0.719638479			
ENSG00000011454	RABGAP1	213313_at	-0.7	2.65E-05	-8.440774011	-0.7	7.94E-17	-15.58013466						
ENSG00000011465	DCN	211896_s_at	0.4	0.115810045	2.091203427	0.3	0.002842694	3.43585833	-0.2	0.998683232	-1.370471523			
ENSG00000011478	QPCTL	220438_at	0.2	0.212739815	1.655927691	0.3	1.83E-04	4.445595673						
ENSG00000011485	PPP5C	201979_s_at	-0.3	0.112320115	-2.111212328	-0.1	0.191225999	-1.459581609	0.2	0.998683232	1.413247288			
ENSG00000011523	CEP68	212675_s_at	-0.6	8.68E-04	-5.336707632	-0.7	7.45E-10	-8.660264469	0.1	0.998683232	0.647308851			
ENSG00000011566	MAP4K3	218311_at	-1	0.0135458	-3.468875026	-0.9	1.30E-07	-6.888211797	0.1	0.998683232	0.214574292			
ENSG00000011590	ZBTB32	220118_at	1.8	0.01204769	3.541970695	1.6	1.63E-08	7.591022718	-0.3	0.998683232	-0.681364508	-0.2	0.859760906	-0.960616722
ENSG00000011600	TYROBP	204122_at				-0.2	3.52E-06	-5.789876241						
ENSG00000011638	TMEM159	213272_s_at	0.4	0.189300273	1.740952709	0.1	0.609794554	0.583177745	-0.1	0.998683232	-0.388226563			
ENSG00000011677	GABRA3	207210_at				0.1	0.267245217	1.240160243	-0.1	0.998683232	-0.887687993			
ENSG00000012048	BRCA1	204531_s_at	-0.9	3.10E-04	-6.138846676	-1.1	6.18E-10	-8.727075188	-0.2	0.998683232	-0.706825778			
ENSG00000012061	ERCC1	203719_at	-0.3	0.132890595	-1.995035204	-0.6	4.16E-06	-5.734033941	-0.2	0.998683232	-1.141668099			
ENSG00000012124	CD22	38521_at	-0.9	6.48E-04	-5.552181653	-0.9	7.88E-08	-7.056236592						
ENSG00000012171	SEMA3B	203071_at	0.3	0.246032001	1.546700955	0.3	0.004920887	3.219654745	-0.1	0.998683232	-0.943800823			
ENSG00000012174	MBTPS2	226760_at	0.1	0.737504973	0.489246389	-0.3	0.008285155	-3.005117117	-0.4	0.998683232	-2.104734322			
ENSG00000012211	PRICKLE3	217349_s_at	-0.4	0.020208953	-3.219922029	-0.5	3.25E-07	-6.58037512						
ENSG00000012223	LTF	202018_s_at	0.3	0.107922529	2.138844944	0.4	1.67E-05	5.269149069	0.2	0.998683232	1.387664558			
ENSG00000012232	EXTL3	209202_s_at	-0.5	3.28E-04	-6.0913457	-0.3	6.50E-06	-5.583228407	0.2	0.998683232	1.934908129			
ENSG00000012504	NR1H4	206340_at	0.3	0.082732986	2.317850284	0.2	0.017144367	2.696789217	-0.1	0.998683232	-0.484344126			
ENSG00000012660	ELOVL5	208788_at	0.5	0.00345162	4.357334064	0.5	1.03E-06	6.196561819	-0.2	0.998683232	-1.64282492			
ENSG00000012779	ALOX5	204446_s_at	-0.4	0.482528263	-0.964238818	-1.1	1.26E-05	-5.362444419				0.7	0.393491618	2.306311512
ENSG00000012817	KDM5D	206700_s_at				-0.2	0.143585741	-1.633382196						
ENSG00000012822	CALCOCO1	209002_s_at	-1.3	1.10E-05	-9.440540471	-1	1.81E-11	-10.03216237	0.3	0.998683232	1.904888397			
ENSG00000012963	UBR7	218108_at	-1.1	2.33E-04	-6.375519341	-1	5.00E-13	-11.46598059	0.2	0.998683232	1.137861332			
ENSG00000012983	MAP4K5	203552_at	1.3	8.97E-05	7.212561572	1	2.16E-13	11.81667145	-0.3	0.998683232	-1.59499335			
ENSG00000013016	EHD3	230740_at	-1	0.011928901	-3.548965294	-0.8	1.85E-06	-6.003683674	0.5	0.98132365	2.625217243	0.4	0.482380954	2.012121979
ENSG00000013275	PSMC4	201252_at				0.2	0.002372881	3.50573013						
ENSG00000013288	MAN2B2	214703_s_at				-0.2	0.032336254	-2.408135656						
ENSG00000013293	SLC7A14	232904_at				0.4	2.22E-04	4.377890817	0.2	0.998683232	1.243627			
ENSG00000013297	CLDN11	206908_s_at				0.3	0.001609237	3.654426666						
ENSG00000013306	SLC25A39	223649_s_at	-0.1	0.617565215	-0.704856363	-0.2	0.007931422	-3.023359103						
ENSG00000013364	MVP	202180_s_at	0.3	0.163824807	1.846222239	0.3	1.15E-04	4.609006375	-0.1	0.998683232	-0.703669123			
ENSG00000013374	NUB1	222512_at	0.9	0.004761281	4.144227636	0.7	6.16E-08	7.140545022						
ENSG00000013375	PGM3	210041_s_at	0.8	0.030242213	2.967172546	1.3	2.22E-13	11.80383067	0.6	0.98132365	2.704845243			
ENSG00000013392	RWDD2A	213555_at	-0.5	0.254130364	-1.521445307	0.3	0.045946747	2.240941782	1.1	0.597844739	4.361610814			
ENSG00000013441	CLK1	214683_s_at	0.2	0.121886399	2.05627956	0.1	0.384203802	0.976648828						
ENSG00000013503	POLR3B	219459_at	-1.3	0.003189387	-4.412408886	-1.3	1.15E-07	-6.929713888	0.1	0.998683232	0.256442864			
ENSG00000013523	ANGEL1	213099_at	-1.8	1.42E-05	-9.154904943	-1.9	3.29E-15	-13.70094937						
ENSG00000013561	RNF14	201824_at	-0.5	0.0088741	-3.736688412	-0.4	7.47E-07	-6.304978482						
ENSG00000013563	DNASE1L1	203912_s_at	-0.7	0.00135438	-5.014885859	-0.9	1.65E-08	-7.585628359	-0.2	0.998683232	-0.881634231			
ENSG00000013573	DDX11	208159_x_at	-0.3	0.14399876	-1.939902415	-0.4	0.002006798	-3.570059319	0.3	0.998683232	1.40329838			
ENSG00000013583	HEBP1	218450_at	-0.9	0.005911666	-4.001189593	-0.8	1.17E-08	-7.702329853	-0.1	0.998683232	-0.487898505			
ENSG00000013588	GPRC5A	203108_at	5.6	3.71E-06	10.78541757	5	4.10E-18	17.1958131	-0.7	0.998683232	-1.173627073			
ENSG00000013619	MAMLD1	205088_at	4.1	6.71E-07	13.44709557	4	1.95E-21	22.20963888				0.1	0.968304665	0.385803392
ENSG00000013725	CD6	213958_at	-0.6	0.151751158	-1.902715022	-0.5	0.05582865	-2.143889522	0.3	0.998683232	0.788069176	0.1	0.985005991	0.215827717
ENSG00000013810	TACC3	218308_at	-1	1.08E-04	-7.04399029	-1	1.90E-11	-10.01214044	-0.1	0.998683232	-0.616843356			
ENSG00000014123	UFL1	212633_at	-0.6	0.004832323	-4.134600642	-0.5	6.25E-07	-6.363435134	0.1	0.998683232	0.361194719			
ENSG00000014138	POLA2	204441_s_at				0.1	0.271059946	1.230226606	0.1	0.998683232	0.485801886			
ENSG00000014164	ZC3H3	213445_at	0.2	0.353569177	1.250292947	0.3	1.34E-05	5.341403927	0.2	0.998683232	1.360588498			
ENSG00000014216	CAPN1	200752_s_at	-0.7	0.00317178	-4.416118018	-0.5	2.03E-08	-7.517480946	0.2	0.998683232	1.328835338			
ENSG00000014257	ACP3	237030_at	0.3	0.308201521	1.365078743	0.2	0.279307347	1.209171184						
ENSG00000014641	MDH1	200978_at	-0.2	0.102768301	-2.171390792	-0.3	3.54E-06	-5.787932823	-0.1	0.998683232	-1.465222572			
ENSG00000014824	SLC30A9	202614_at	-0.4	0.004365986	-4.200998364	-0.3	1.58E-05	-5.287130373	0.1	0.998683232	0.634813223			
ENSG00000014914	MTMR11	1556034_s_at	0.3	0.120953999	2.06219567	0.1	0.4046854	0.936990062						
ENSG00000014919	COX15	221550_at	-0.5	0.015152339	-3.399371683	-0.8	3.01E-09	-8.169595063	-0.2	0.998683232	-1.509095917			
ENSG00000015133	CCDC88C	227228_s_at	-1.6	5.07E-05	-7.770725124	-1.3	2.32E-10	-9.083249289	0.3	0.998683232	0.902628748			
ENSG00000015153	YAF2	206238_s_at	-0.6	0.013052256	-3.492821282	-0.5	8.79E-08	-7.020034981	0.1	0.998683232	0.648882825			
ENSG00000015171	ZMYND11	202136_at	-0.6	2.30E-04	-6.389462371	-0.5	5.35E-10	-8.779463878						
ENSG00000015285	WAS	38964_r_at	-1.4	1.52E-05	-9.069276068	-1.2	7.68E-16	-14.42260137						
ENSG00000015413	DPEP1	205983_at				0.2	0.00227485	3.521952465						
ENSG00000015475	BID	227143_s_at	0.2	0.387049288	1.171792245									
ENSG00000015520	NPC1L1	224305_s_at	0.3	0.0313546	2.943926613	0.3	8.94E-05	4.695729233	-0.1	0.998683232	-1.411737758			
ENSG00000015532	XYLT2	219401_at	-1.9	1.53E-05	-9.050731281	-2	3.94E-16	-14.76185116	0.3	0.998683232	1.399719785			
ENSG00000015568	RGPD5	242712_x_at	-0.6	0.04195621	-2.759377189	-0.5	0.005367497	-3.184240347	0.3	0.998683232	1.160527712			
ENSG00000015592	STMN4	236812_at	0.3	0.022048126	3.166295761	0.3	9.46E-05	4.676067967	-0.1	0.998683232	-1.065387087			
ENSG00000015676	NUDCD3	201270_x_at	-1.1	6.39E-05	-7.53591269	-1.1	1.61E-15	-14.05666463	0.1	0.998683232	0.304151745			
ENSG00000016082	ISL1	206104_at	0.4	0.085553562	2.295734306	0.2	0.014606913	2.765168212	-0.2	0.998683232	-1.490179996			
ENSG00000016391	CHDH	229954_at	0.1	0.931663099	0.133024828	0.1	0.720829096	0.410335888	-0.3	0.998683232	-0.538220167	-0.5	0.696181182	-1.414209513
ENSG00000016402	IL20RA	222829_s_at							-0.1	0.998683232	-0.812787703			
ENSG00000016490	CLCA1	210107_at	0.1	0.639094712	0.665912424	0.1	0.218559533	1.373640792	-0.1	0.998683232	-1.170349437			
ENSG00000016602	CLCA4	220026_at	0.2	0.321127793	1.331726422				-0.1	0.998683232	-0.605880537			
ENSG00000016864	GLT8D1	218146_at	-1.8	2.65E-05	-8.437495121	-1.6	1.15E-13	-12.08859924	0.4	0.998683232	1.622858309			
ENSG00000017260	ATP2C1	212255_s_at	0.6	6.12E-04	5.594563134	0.6	3.20E-10	8.965537061	-0.1	0.998683232	-0.618763351			
ENSG00000017427	IGF1	209541_at	-0.2	0.787494675	-0.398911658	-0.5	0.314658858	-1.125947118	0.2	0.998683232	0.2280537	0.4	0.901674358	0.731277893
ENSG00000017483	SLC38A5	234973_at	0.6	0.021635702	3.177852778	0.8	4.15E-08	7.27395936	0.1	0.998683232	0.54766437			
ENSG00000017797	RALBP1	202845_s_at	-1	6.15E-05	-7.575311558	-0.9	5.39E-16	-14.60061348						
ENSG00000018189	RUFY3	227802_at	0.9	1.79E-05	8.865274152	0.9	5.78E-14	12.38573647	-0.2	0.998683232	-1.784502082			
ENSG00000018236	CNTN1	211203_s_at	-0.1	0.714788961	-0.530513891	0.2	0.109300694	1.789665056	-0.1	0.998683232	-0.49751456			
ENSG00000018280	SLC11A1	217473_x_at				-0.3	0.052240829	-2.177938212	-0.3	0.998683232	-1.268802385	0.1	0.959323474	0.426068325
ENSG00000018408	WWTR1	202134_s_at	-0.6	0.366082883	-1.220196531	-0.5	0.245690931	-1.296613021	-0.4	0.998683232	-0.715614035	-0.4	0.890733796	-0.77383606
ENSG00000018510	AGPS	225114_at	-0.9	3.06E-04	-6.149393615	-0.9	2.38E-13	-11.77441307	-0.2	0.998683232	-1.395412749			
ENSG00000018610	STEEP1	219805_at	-0.5	0.00825982	-3.782311519	-0.5	3.32E-08	-7.34921492						
ENSG00000018625	ATP1A2	203295_s_at	0.2	0.284412271	1.4314372	0.2	0.00488298	3.222659802	-0.2	0.998683232	-1.269318073			
ENSG00000018699	TTC27	218710_at	0.1	0.737661685	0.488749447	-0.1	0.642125845	-0.532617958	-0.1	0.998683232	-0.634695925			
ENSG00000018869	ZNF582	241602_at	-0.7	0.001569437	-4.90564446	-0.4	0.001171913	-3.774339458	0.4	0.998683232	1.697318767			
ENSG00000019102	VSIG2	229369_at	0.4	0.020974189	3.197089968	0.2	0.001897009	3.591687902	-0.2	0.998683232	-1.332833727			
ENSG00000019144	PHLDB1	212134_at	2.2	2.80E-07	15.14510185	1.8	1.79E-17	16.3717721	-0.1	0.998683232	-0.312186149			
ENSG00000019169	MARCO	205819_at	0.4	0.609043395	0.719620011	0.1	0.771513566	0.335550886	-0.3	0.998683232	-0.455892022	0.1	0.985005991	0.105553999
ENSG00000019186	CYP24A1	206504_at	0.1	0.468216471	0.993732061	0.3	0.01753745	2.686878684						
ENSG00000019485	PRDM11	239763_at	0.2	0.481497885	0.966661145	0.2	0.074088348	1.99889788	0.3	0.998683232	1.433320802			
ENSG00000019505	SYT13	221859_at	0.3	0.180498237	1.775665142	0.2	0.030555594	2.434553993	-0.3	0.998683232	-1.613449144			
ENSG00000019549	SNAI2	213139_at	0.2	0.342241392	1.278350982	0.2	0.027697111	2.479371632	-0.1	0.998683232	-0.750977316			
ENSG00000019991	HGF	210997_at	-0.8	0.12072775	-2.063425285	-0.5	0.365170197	-1.015534461	-0.3	0.998683232	-0.356227842	-0.5	0.888305525	-0.796721036
ENSG00000019995	ZRANB1	225138_at	-0.2	0.306051748	-1.370485616	-0.1	0.216419641	-1.379927408	0.1	0.998683232	0.821679916			
ENSG00000020129	NCDN	209556_at	0.1	0.735602169	0.493451354	0.1	0.383713084	0.977716864	0.1	0.998683232	0.448445133			
ENSG00000020181	ADGRA2	65718_at	-0.6	0.048619944	-2.662823488	-0.6	8.39E-05	-4.717456161	0.2	0.998683232	0.656418825			
ENSG00000020256	ZFP64	218968_s_at	-2.7	2.36E-06	-11.46069748	-2.5	2.76E-17	-16.14159303	0.3	0.998683232	0.940772342			
ENSG00000020426	MNAT1	203565_s_at	0.1	0.644159056	0.657131985	-0.4	0.002078759	-3.556536312	-0.2	0.998683232	-1.124697491			
ENSG00000020577	SAMD4A	212845_at	-0.6	0.026872489	-3.04234654	-0.1	0.581975102	-0.628820681	0.4	0.998683232	1.577901625			
ENSG00000020633	RUNX3	204198_s_at	2	6.40E-05	7.534607553	2	5.17E-13	11.45082142	0.1	0.998683232	0.321617243			
ENSG00000020922	MRE11	205395_s_at	-1.3	6.51E-05	-7.517705268	-1	7.41E-11	-9.501691407	0.2	0.998683232	1.145217029			
ENSG00000021300	PLEKHB1	209504_s_at	0.1	0.864498578	0.256907073	0.2	0.35581361	1.035396673	0.3	0.998683232	1.187013633	0.2	0.942277921	0.591593106
ENSG00000021355	SERPINB1	213572_s_at	0.5	0.003866035	4.282140475	0.5	1.67E-06	6.037906383	-0.1	0.998683232	-0.511862106			
ENSG00000021461	CYP3A43	211441_x_at	0.1	0.41974729	1.096996782	0.1	0.474950506	0.807883858	-0.1	0.998683232	-0.403641962			
ENSG00000021488	SLC7A9	220135_s_at	0.1	0.617565215	0.704846741	-0.4	4.80E-04	-4.102168105	-0.2	0.998683232	-1.443967949			
ENSG00000021574	SPAST	209748_at	-1.7	7.07E-06	-9.980386972	-1.5	1.06E-17	-16.65403837	0.2	0.998683232	0.84459098			
